order_id,date,sku_id,supplier_id,ordered_qty,status,reason
OR00000794,2025-06-28,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000795,2025-07-20,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000796,2025-08-11,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000797,2025-09-02,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000798,2025-09-28,45657,SUP001,230,executed,Harness approved.
OR00000799,2025-10-27,45657,SUP001,230,executed,Harness approved.
OR00000800,2025-11-25,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000801,2025-12-21,45657,SUP001,230,executed,Harness approved.
OR00000802,2026-01-26,45657,SUP001,230,executed,Harness approved.
OR00000803,2026-02-28,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000804,2026-03-31,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000805,2026-04-30,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000806,2021-02-01,45678,SUP003,140,executed,Harness approved.
OR00000807,2021-02-11,45678,SUP003,140,executed,Harness approved.
OR00000808,2021-02-20,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000809,2021-03-01,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000810,2021-03-13,45678,SUP003,140,executed,Harness approved.
OR00000811,2021-03-27,45678,SUP003,140,executed,Harness approved.
OR00000812,2021-04-07,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000813,2021-04-18,45678,SUP003,140,executed,Harness approved.
OR00000814,2021-04-27,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000815,2021-05-05,45678,SUP003,140,executed,Harness approved.
OR00000816,2021-05-14,45678,SUP003,140,executed,Harness approved.
OR00000817,2021-05-26,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000818,2021-06-10,45678,SUP003,140,executed,Harness approved.
OR00000819,2021-06-26,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000820,2021-07-13,45678,SUP003,140,executed,Harness approved.
OR00000821,2021-07-29,45678,SUP003,140,executed,Harness approved.
OR00000822,2021-08-14,45678,SUP003,140,executed,Harness approved.
OR00000823,2021-08-30,45678,SUP003,140,executed,Harness approved.
OR00000824,2021-09-11,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000825,2021-09-30,45678,SUP003,140,executed,Harness approved.
OR00000826,2021-10-16,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000827,2021-11-08,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000828,2021-11-30,45678,SUP003,140,executed,Harness approved.
OR00000829,2021-12-20,45678,SUP003,140,executed,Harness approved.
OR00000830,2022-01-09,45678,SUP003,140,executed,Harness approved.
OR00000831,2022-01-29,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000832,2022-02-18,45678,SUP003,140,executed,Harness approved.
OR00000833,2022-03-07,45678,SUP003,140,executed,Harness approved.
OR00000834,2022-03-27,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000835,2022-04-13,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000836,2022-05-01,45678,SUP003,140,executed,Harness approved.
OR00000837,2022-05-17,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000838,2022-06-06,45678,SUP003,140,executed,Harness approved.
OR00000839,2022-07-01,45678,SUP003,140,executed,Harness approved.
OR00000840,2022-07-22,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000841,2022-08-14,45678,SUP003,140,executed,Harness approved.
OR00000842,2022-09-03,45678,SUP003,140,executed,Harness approved.
OR00000843,2022-09-26,45678,SUP003,140,executed,Harness approved.
OR00000844,2022-10-15,45678,SUP003,140,executed,Harness approved.
OR00000845,2022-11-03,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000846,2022-11-21,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000847,2022-12-14,45678,SUP003,140,executed,Harness approved.
OR00000848,2023-01-04,45678,SUP003,140,executed,Harness approved.
OR00000849,2023-01-26,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000850,2024-02-15,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000851,2024-03-10,45678,SUP003,140,executed,Harness approved.
OR00000852,2024-03-30,45678,SUP003,140,executed,Harness approved.
OR00000853,2024-04-22,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000854,2024-05-21,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000855,2024-06-13,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000856,2024-07-05,45678,SUP003,140,executed,Harness approved.
OR00000857,2024-07-30,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000858,2024-10-28,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000859,2024-11-15,45678,SUP003,140,executed,Harness approved.
OR00000860,2024-12-07,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000861,2025-01-02,45678,SUP003,140,executed,Harness approved.
OR00000862,2025-01-31,45678,SUP003,140,executed,Harness approved.
OR00000863,2025-02-27,45678,SUP003,140,executed,Harness approved.
OR00000864,2025-03-25,45678,SUP003,140,executed,Harness approved.
OR00000865,2025-04-22,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000866,2025-05-16,45678,SUP003,140,executed,Harness approved.
OR00000867,2025-06-09,45678,SUP003,140,executed,Harness approved.
OR00000868,2025-07-01,45678,SUP003,140,executed,Harness approved.
OR00000869,2025-07-23,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000870,2025-08-13,45678,SUP003,140,executed,Harness approved.
OR00000871,2025-09-06,45678,SUP003,140,executed,Harness approved.
OR00000872,2025-10-02,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000873,2025-10-28,45678,SUP003,140,executed,Harness approved.
OR00000874,2025-11-27,45678,SUP003,140,executed,Harness approved.
OR00000875,2025-12-29,45678,SUP003,140,blocked,Harness routed for safety review.
OR00000876,2026-01-26,45678,SUP003,140,executed,Harness approved.
OR00000877,2026-02-21,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000878,2026-03-19,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000879,2026-04-10,45678,SUP003,140,requires_review,Harness routed for safety review.
OR00000880,2026-05-15,45678,SUP003,140,executed,Harness approved.
OR00000881,2022-02-26,46019,SUP003,80,executed,Harness approved.
OR00000882,2022-03-08,46019,SUP003,80,executed,Harness approved.
OR00000883,2022-03-17,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000884,2022-03-26,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000885,2022-04-06,46019,SUP003,80,executed,Harness approved.
OR00000886,2022-04-18,46019,SUP003,80,executed,Harness approved.
OR00000887,2022-04-29,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000888,2022-05-06,46019,SUP003,80,executed,Harness approved.
OR00000889,2022-05-13,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000890,2022-05-22,46019,SUP003,80,executed,Harness approved.
OR00000891,2022-06-03,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000892,2022-06-16,46019,SUP003,80,executed,Harness approved.
OR00000893,2022-06-29,46019,SUP003,80,executed,Harness approved.
OR00000894,2022-07-13,46019,SUP003,80,executed,Harness approved.
OR00000895,2022-08-12,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000896,2022-09-03,46019,SUP003,80,executed,Harness approved.
OR00000897,2022-09-22,46019,SUP003,80,executed,Harness approved.
OR00000898,2022-10-14,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000899,2022-11-04,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000900,2022-11-20,46019,SUP003,80,executed,Harness approved.
OR00000901,2022-12-14,46019,SUP003,80,executed,Harness approved.
OR00000902,2023-01-06,46019,SUP003,80,executed,Harness approved.
OR00000903,2023-04-22,46019,SUP003,80,executed,Harness approved.
OR00000904,2023-09-03,46019,SUP003,80,executed,Harness approved.
OR00000905,2023-09-15,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000906,2023-10-07,46019,SUP003,80,executed,Harness approved.
OR00000907,2023-11-01,46019,SUP003,80,executed,Harness approved.
OR00000908,2023-11-14,46019,SUP003,80,executed,Harness approved.
OR00000909,2023-12-06,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000910,2023-12-31,46019,SUP003,80,executed,Harness approved.
OR00000911,2024-01-25,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000912,2024-02-10,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000913,2024-03-02,46019,SUP003,80,executed,Harness approved.
OR00000914,2024-03-21,46019,SUP003,80,executed,Harness approved.
OR00000915,2024-04-06,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000916,2024-04-17,46019,SUP003,80,executed,Harness approved.
OR00000917,2024-05-02,46019,SUP003,80,executed,Harness approved.
OR00000918,2024-05-16,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000919,2024-05-31,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000920,2024-06-11,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000921,2024-06-25,46019,SUP003,80,executed,Harness approved.
OR00000922,2024-07-08,46019,SUP003,80,executed,Harness approved.
OR00000923,2024-08-02,46019,SUP003,80,executed,Harness approved.
OR00000924,2024-08-17,46019,SUP003,80,executed,Harness approved.
OR00000925,2024-09-01,46019,SUP003,80,executed,Harness approved.
OR00000926,2024-09-15,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000927,2024-10-03,46019,SUP003,80,executed,Harness approved.
OR00000928,2024-10-23,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000929,2024-11-10,46019,SUP003,80,executed,Harness approved.
OR00000930,2024-12-04,46019,SUP003,80,executed,Harness approved.
OR00000931,2024-12-19,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000932,2025-01-09,46019,SUP003,80,executed,Harness approved.
OR00000933,2025-02-08,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000934,2025-03-11,46019,SUP003,80,executed,Harness approved.
OR00000935,2025-04-05,46019,SUP003,80,executed,Harness approved.
OR00000936,2025-04-26,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000937,2025-06-12,46019,SUP003,80,executed,Harness approved.
OR00000938,2025-07-21,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000939,2025-09-03,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000940,2025-10-12,46019,SUP003,80,executed,Harness approved.
OR00000941,2025-11-13,46019,SUP003,80,executed,Harness approved.
OR00000942,2025-12-17,46019,SUP003,80,executed,Harness approved.
OR00000943,2026-01-17,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000944,2026-02-11,46019,SUP003,80,executed,Harness approved.
OR00000945,2026-03-09,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000946,2026-04-07,46019,SUP003,80,blocked,Harness routed for safety review.
OR00000947,2026-05-06,46019,SUP003,80,requires_review,Harness routed for safety review.
OR00000948,2021-02-25,55845,SUP001,100,executed,Harness approved.
OR00000949,2021-04-01,55845,SUP001,100,executed,Harness approved.
OR00000950,2021-04-23,55845,SUP001,100,executed,Harness approved.
OR00000951,2021-05-15,55845,SUP001,100,blocked,Harness routed for safety review.
OR00000952,2021-06-01,55845,SUP001,100,blocked,Harness routed for safety review.
OR00000953,2021-06-16,55845,SUP001,100,executed,Harness approved.
OR00000954,2021-06-28,55845,SUP001,100,executed,Harness approved.
OR00000955,2021-07-08,55845,SUP001,100,executed,Harness approved.
OR00000956,2021-07-21,55845,SUP001,100,blocked,Harness routed for safety review.
OR00000957,2021-08-19,55845,SUP001,100,executed,Harness approved.
OR00000958,2021-11-22,55845,SUP001,100,executed,Harness approved.
OR00000959,2021-12-20,55845,SUP001,100,blocked,Harness routed for safety review.
OR00000960,2022-01-09,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000961,2022-01-26,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000962,2022-02-13,55845,SUP001,100,executed,Harness approved.
OR00000963,2022-02-26,55845,SUP001,100,executed,Harness approved.
OR00000964,2022-03-09,55845,SUP001,100,executed,Harness approved.
OR00000965,2022-03-29,55845,SUP001,100,blocked,Harness routed for safety review.
OR00000966,2022-04-15,55845,SUP001,100,executed,Harness approved.
OR00000967,2022-05-08,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000968,2022-05-21,55845,SUP001,100,executed,Harness approved.
OR00000969,2022-06-07,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000970,2022-06-21,55845,SUP001,100,executed,Harness approved.
OR00000971,2022-07-03,55845,SUP001,100,executed,Harness approved.
OR00000972,2022-07-12,55845,SUP001,100,executed,Harness approved.
OR00000973,2022-07-25,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000974,2022-08-07,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000975,2022-08-14,55845,SUP001,100,executed,Harness approved.
OR00000976,2022-08-25,55845,SUP001,100,executed,Harness approved.
OR00000977,2022-09-07,55845,SUP001,100,executed,Harness approved.
OR00000978,2022-09-30,55845,SUP001,100,executed,Harness approved.
OR00000979,2022-10-18,55845,SUP001,100,executed,Harness approved.
OR00000980,2022-12-01,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000981,2023-02-28,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000982,2023-03-29,55845,SUP001,100,executed,Harness approved.
OR00000983,2023-04-20,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000984,2023-05-04,55845,SUP001,100,executed,Harness approved.
OR00000985,2023-05-21,55845,SUP001,100,executed,Harness approved.
OR00000986,2023-06-10,55845,SUP001,100,executed,Harness approved.
OR00000987,2023-06-28,55845,SUP001,100,blocked,Harness routed for safety review.
OR00000988,2023-07-10,55845,SUP001,100,executed,Harness approved.
OR00000989,2023-07-19,55845,SUP001,100,executed,Harness approved.
OR00000990,2023-07-31,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000991,2023-08-10,55845,SUP001,100,executed,Harness approved.
OR00000992,2023-08-19,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00000993,2023-08-31,55845,SUP001,100,executed,Harness approved.
OR00000994,2023-09-24,55845,SUP001,100,executed,Harness approved.
OR00000995,2023-11-17,55845,SUP001,100,blocked,Harness routed for safety review.
OR00000996,2023-12-29,55845,SUP001,100,executed,Harness approved.
OR00000997,2024-01-19,55845,SUP001,100,blocked,Harness routed for safety review.
OR00000998,2024-02-10,55845,SUP001,100,executed,Harness approved.
OR00000999,2024-03-15,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00001000,2024-03-30,55845,SUP001,100,blocked,Harness routed for safety review.
OR00001001,2024-04-19,55845,SUP001,100,blocked,Harness routed for safety review.
OR00001002,2024-05-01,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00001003,2024-05-17,55845,SUP001,100,executed,Harness approved.
OR00001004,2024-06-02,55845,SUP001,100,executed,Harness approved.
OR00001005,2024-06-22,55845,SUP001,100,executed,Harness approved.
OR00001006,2024-07-11,55845,SUP001,100,executed,Harness approved.
OR00001007,2024-07-24,55845,SUP001,100,blocked,Harness routed for safety review.
OR00001008,2024-08-02,55845,SUP001,100,executed,Harness approved.
OR00001009,2024-08-14,55845,SUP001,100,executed,Harness approved.
OR00001010,2024-08-29,55845,SUP001,100,executed,Harness approved.
OR00001011,2024-09-16,55845,SUP001,100,executed,Harness approved.
OR00001012,2024-12-16,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00001013,2025-03-06,55845,SUP001,100,executed,Harness approved.
OR00001014,2025-06-21,55845,SUP001,100,requires_review,Harness routed for safety review.
OR00001015,2025-08-01,55845,SUP001,100,executed,Harness approved.
OR00001016,2026-01-21,55845,SUP001,100,executed,Harness approved.
OR00001017,2021-03-05,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001018,2021-04-13,65044,SUP002,90,executed,Harness approved.
OR00001019,2021-05-20,65044,SUP002,90,executed,Harness approved.
OR00001020,2021-07-08,65044,SUP002,90,executed,Harness approved.
OR00001021,2021-07-30,65044,SUP002,90,executed,Harness approved.
OR00001022,2021-08-31,65044,SUP002,90,blocked,Harness routed for safety review.
OR00001023,2021-10-02,65044,SUP002,90,executed,Harness approved.
OR00001024,2021-11-11,65044,SUP002,90,blocked,Harness routed for safety review.
OR00001025,2021-12-18,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001026,2022-02-10,65044,SUP002,90,executed,Harness approved.
OR00001027,2022-04-13,65044,SUP002,90,executed,Harness approved.
OR00001028,2022-04-22,65044,SUP002,90,blocked,Harness routed for safety review.
OR00001029,2022-05-08,65044,SUP002,90,executed,Harness approved.
OR00001030,2022-05-19,65044,SUP002,90,executed,Harness approved.
OR00001031,2022-06-12,65044,SUP002,90,executed,Harness approved.
OR00001032,2022-06-28,65044,SUP002,90,executed,Harness approved.
OR00001033,2022-07-24,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001034,2022-09-05,65044,SUP002,90,executed,Harness approved.
OR00001035,2022-10-12,65044,SUP002,90,executed,Harness approved.
OR00001036,2022-12-14,65044,SUP002,90,executed,Harness approved.
OR00001037,2023-02-23,65044,SUP002,90,executed,Harness approved.
OR00001038,2023-03-28,65044,SUP002,90,executed,Harness approved.
OR00001039,2023-04-13,65044,SUP002,90,executed,Harness approved.
OR00001040,2023-05-03,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001041,2023-05-23,65044,SUP002,90,executed,Harness approved.
OR00001042,2023-06-14,65044,SUP002,90,executed,Harness approved.
OR00001043,2023-07-04,65044,SUP002,90,executed,Harness approved.
OR00001044,2023-07-30,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001045,2023-08-20,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001046,2023-09-24,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001047,2023-10-12,65044,SUP002,90,executed,Harness approved.
OR00001048,2023-11-03,65044,SUP002,90,executed,Harness approved.
OR00001049,2023-11-21,65044,SUP002,90,executed,Harness approved.
OR00001050,2023-12-04,65044,SUP002,90,executed,Harness approved.
OR00001051,2023-12-19,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001052,2024-01-22,65044,SUP002,90,executed,Harness approved.
OR00001053,2024-03-23,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001054,2024-04-10,65044,SUP002,90,executed,Harness approved.
OR00001055,2024-04-20,65044,SUP002,90,executed,Harness approved.
OR00001056,2024-05-09,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001057,2024-07-05,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001058,2024-08-06,65044,SUP002,90,blocked,Harness routed for safety review.
OR00001059,2024-09-11,65044,SUP002,90,executed,Harness approved.
OR00001060,2024-09-26,65044,SUP002,90,executed,Harness approved.
OR00001061,2024-10-10,65044,SUP002,90,executed,Harness approved.
OR00001062,2024-10-21,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001063,2024-11-01,65044,SUP002,90,executed,Harness approved.
OR00001064,2024-11-14,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001065,2024-11-25,65044,SUP002,90,executed,Harness approved.
OR00001066,2025-01-19,65044,SUP002,90,executed,Harness approved.
OR00001067,2025-01-30,65044,SUP002,90,executed,Harness approved.
OR00001068,2025-02-08,65044,SUP002,90,executed,Harness approved.
OR00001069,2025-03-12,65044,SUP002,90,executed,Harness approved.
OR00001070,2025-03-26,65044,SUP002,90,blocked,Harness routed for safety review.
OR00001071,2025-04-07,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001072,2025-04-20,65044,SUP002,90,executed,Harness approved.
OR00001073,2025-05-02,65044,SUP002,90,executed,Harness approved.
OR00001074,2025-05-14,65044,SUP002,90,executed,Harness approved.
OR00001075,2025-05-27,65044,SUP002,90,executed,Harness approved.
OR00001076,2025-06-13,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001077,2025-08-15,65044,SUP002,90,executed,Harness approved.
OR00001078,2025-09-17,65044,SUP002,90,executed,Harness approved.
OR00001079,2025-09-30,65044,SUP002,90,requires_review,Harness routed for safety review.
OR00001080,2025-10-16,65044,SUP002,90,executed,Harness approved.
OR00001081,2025-11-02,65044,SUP002,90,blocked,Harness routed for safety review.
OR00001082,2025-11-20,65044,SUP002,90,executed,Harness approved.
OR00001083,2025-12-09,65044,SUP002,90,executed,Harness approved.
OR00001084,2025-12-31,65044,SUP002,90,executed,Harness approved.
OR00001085,2026-01-18,65044,SUP002,90,blocked,Harness routed for safety review.
OR00001086,2026-02-07,65044,SUP002,90,executed,Harness approved.
OR00001087,2026-03-22,65044,SUP002,90,executed,Harness approved.
OR00001088,2026-04-15,65044,SUP002,90,executed,Harness approved.
OR00001089,2026-05-07,65044,SUP002,90,executed,Harness approved.
OR00001090,2021-02-06,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001091,2021-02-26,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001092,2021-03-15,70133,SUP002,144,executed,Harness approved.
OR00001093,2021-04-03,70133,SUP002,144,executed,Harness approved.
OR00001094,2021-04-20,70133,SUP002,144,executed,Harness approved.
OR00001095,2021-05-06,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001096,2021-05-24,70133,SUP002,144,executed,Harness approved.
OR00001097,2021-06-12,70133,SUP002,144,executed,Harness approved.
OR00001098,2021-07-03,70133,SUP002,144,executed,Harness approved.
OR00001099,2021-07-21,70133,SUP002,144,executed,Harness approved.
OR00001100,2021-08-10,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001101,2021-08-27,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001102,2021-09-15,70133,SUP002,144,executed,Harness approved.
OR00001103,2021-10-05,70133,SUP002,144,executed,Harness approved.
OR00001104,2021-10-23,70133,SUP002,144,executed,Harness approved.
OR00001105,2021-11-11,70133,SUP002,144,executed,Harness approved.
OR00001106,2021-11-29,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001107,2021-12-18,70133,SUP002,144,executed,Harness approved.
OR00001108,2022-01-06,70133,SUP002,144,executed,Harness approved.
OR00001109,2022-02-02,70133,SUP002,144,executed,Harness approved.
OR00001110,2022-02-23,70133,SUP002,144,executed,Harness approved.
OR00001111,2022-03-18,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001112,2022-04-21,70133,SUP002,144,executed,Harness approved.
OR00001113,2022-05-19,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001114,2022-06-10,70133,SUP002,144,executed,Harness approved.
OR00001115,2022-06-28,70133,SUP002,144,executed,Harness approved.
OR00001116,2022-07-11,70133,SUP002,144,executed,Harness approved.
OR00001117,2022-07-27,70133,SUP002,144,executed,Harness approved.
OR00001118,2022-08-12,70133,SUP002,144,executed,Harness approved.
OR00001119,2022-09-06,70133,SUP002,144,executed,Harness approved.
OR00001120,2022-10-04,70133,SUP002,144,executed,Harness approved.
OR00001121,2022-11-04,70133,SUP002,144,executed,Harness approved.
OR00001122,2022-12-03,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001123,2023-01-06,70133,SUP002,144,executed,Harness approved.
OR00001124,2023-02-17,70133,SUP002,144,executed,Harness approved.
OR00001125,2023-03-25,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001126,2023-04-24,70133,SUP002,144,executed,Harness approved.
OR00001127,2023-05-24,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001128,2023-06-22,70133,SUP002,144,executed,Harness approved.
OR00001129,2023-07-16,70133,SUP002,144,executed,Harness approved.
OR00001130,2023-08-12,70133,SUP002,144,executed,Harness approved.
OR00001131,2023-09-08,70133,SUP002,144,executed,Harness approved.
OR00001132,2023-10-09,70133,SUP002,144,executed,Harness approved.
OR00001133,2023-11-02,70133,SUP002,144,executed,Harness approved.
OR00001134,2023-11-29,70133,SUP002,144,executed,Harness approved.
OR00001135,2023-12-22,70133,SUP002,144,executed,Harness approved.
OR00001136,2024-01-26,70133,SUP002,144,executed,Harness approved.
OR00001137,2024-03-05,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001138,2024-04-06,70133,SUP002,144,executed,Harness approved.
OR00001139,2024-05-02,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001140,2024-05-27,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001141,2024-06-20,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001142,2024-07-09,70133,SUP002,144,executed,Harness approved.
OR00001143,2024-08-01,70133,SUP002,144,executed,Harness approved.
OR00001144,2024-08-22,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001145,2024-09-15,70133,SUP002,144,executed,Harness approved.
OR00001146,2024-10-12,70133,SUP002,144,executed,Harness approved.
OR00001147,2024-11-14,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001148,2024-12-07,70133,SUP002,144,executed,Harness approved.
OR00001149,2024-12-28,70133,SUP002,144,executed,Harness approved.
OR00001150,2025-01-29,70133,SUP002,144,executed,Harness approved.
OR00001151,2025-03-02,70133,SUP002,144,executed,Harness approved.
OR00001152,2025-03-29,70133,SUP002,144,executed,Harness approved.
OR00001153,2025-04-26,70133,SUP002,144,executed,Harness approved.
OR00001154,2025-05-29,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001155,2025-06-27,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001156,2025-07-22,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001157,2025-08-16,70133,SUP002,144,requires_review,Harness routed for safety review.
OR00001158,2025-09-10,70133,SUP002,144,blocked,Harness routed for safety review.
OR00001159,2025-10-09,70133,SUP002,144,executed,Harness approved.
OR00001160,2025-11-07,70133,SUP002,144,executed,Harness approved.
OR00001161,2025-12-08,70133,SUP002,144,executed,Harness approved.
OR00001162,2026-01-05,70133,SUP002,144,executed,Harness approved.
OR00001163,2026-02-21,70133,SUP002,144,executed,Harness approved.
OR00001164,2026-04-01,70133,SUP002,144,executed,Harness approved.
OR00001165,2026-05-08,70133,SUP002,144,executed,Harness approved.
OR00001166,2021-10-01,90130,SUP002,78,executed,Harness approved.
OR00001167,2021-10-18,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001168,2021-11-02,90130,SUP002,78,executed,Harness approved.
OR00001169,2021-11-13,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001170,2021-11-26,90130,SUP002,78,executed,Harness approved.
OR00001171,2021-12-15,90130,SUP002,78,executed,Harness approved.
OR00001172,2021-12-26,90130,SUP002,78,executed,Harness approved.
OR00001173,2022-01-09,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001174,2022-01-27,90130,SUP002,78,executed,Harness approved.
OR00001175,2022-02-12,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001176,2022-03-06,90130,SUP002,78,executed,Harness approved.
OR00001177,2022-04-03,90130,SUP002,78,executed,Harness approved.
OR00001178,2022-04-25,90130,SUP002,78,executed,Harness approved.
OR00001179,2022-05-16,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001180,2022-06-10,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001181,2022-07-02,90130,SUP002,78,executed,Harness approved.
OR00001182,2022-07-19,90130,SUP002,78,executed,Harness approved.
OR00001183,2022-08-05,90130,SUP002,78,executed,Harness approved.
OR00001184,2022-08-19,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001185,2022-09-03,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001186,2022-09-21,90130,SUP002,78,executed,Harness approved.
OR00001187,2022-10-09,90130,SUP002,78,executed,Harness approved.
OR00001188,2022-10-30,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001189,2022-11-13,90130,SUP002,78,executed,Harness approved.
OR00001190,2022-11-24,90130,SUP002,78,executed,Harness approved.
OR00001191,2022-12-12,90130,SUP002,78,blocked,Harness routed for safety review.
